state,district,disease,no_of_cases,deaths,start_of_outbreak,date_of_reporting,status,action
Maharashtra,Gadchiroli,Malaria (P.vivax & P.falciparum),6,1,06-07-2025,07-07-2025,Under Control,"Cases were reported from Village Tulmil, Sub-District Dhanora, District Gadchiroli. Cases presented with symptoms of fever. A total of 21 blood smears were collected & sent for testing and 324 RDK tests were conducted at PHC Godalwahi, out of which 6 tested positive for (2 positive for Plasmodium vivax and 4 positive for Plasmodium falciparum). District RRT investigated the outbreak. House-to-house surveillance was conducted, along with health education, IEC on Malaria, container surveys, RDK and blood smear checks and indoor residual spraying. One death of a 10 years/female, occurred on 05/07/2025 at GMC Chandrapur due to Complicated Malaria."
Maharashtra,Nandurbar,Acute Diarrheal Disease,50,0,11-07-2025,13-07-2025,Under Control,"Cases were reported from Village Chimnipada, SC Shegave under PHC Palsun, Sub-District Nawapur, District Nandurbar. Cases presented with symptoms of loose motions. Stool samples of two patients were sent for laboratory testing and were found negative for Vibrio cholerae. Water samples were sent to DPHL. District RRT investigated the outbreak. Daily active surveillance was done. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation. Chlorination was done in the village, an alternative water supply was arranged."
Maharashtra,Palghar,Malaria (P.vivax),11,0,13-07-2025,13-07-2025,Under Control,"Cases were reported from Village Ghivanda, Sub-District Jawhar, District Palghar. Cases presented with symptoms of fever. A total of 791 smear samples were collected and sent to MRHRU Dahanu, where 11 samples tested positive for Plasmodium vivax. District RRT investigated the outbreak. Rapid fever survey, mass slide collection, and entomological surveillance were conducted. Temporary breeding sites were identified and destroyed, guppy fish were introduced, and fogging was carried out in the affected areas. Health education sessions were organized to promote dry-day observance and vector- borne disease prevention. Mass surveillance was carried out."
Madhya Pradesh,Alirajpur,Diphtheria,4,2,09-07-2025,10-07-2025,Under Surveillance,"Cases were reported from DH Alirajpur, CHC Joba, Village Sidgaon, Sub-District Jobat, District Alirajpur, with patients presenting with sore throat, fever, swollen neck glands, difficulty in breathing, and bloody nasal discharge. Cases were in the age group of 6-10 years. Two throat swab samples were collected and sent for testing, where one was positive for Diphtheria by culture. All affected children were vaccinated. District RRT investigated the outbreak. Active case searches were conducted. Prophylactic treatment was administered to all contacts. A health camp and an extra vaccination session were organized for eligible individuals. Health and hygiene education was provided. Two deaths (6 year/female & 8 year/female) occurred due to the disease."
Madhya Pradesh,Burhanpur,Dengue,16,0,08-07-2025,08-07-2025,Under Surveillance,"Cases were reported from Ward No. 3, Shri Krishan Mandir area, Urban Shahpur, Sub-District Burhanpur, District Burhanpur, where cases aged 6- 65 years presented with fever and joint pain. Seven blood samples tested at a Pvt. Clinic in Shahpur were positive for Dengue Rapid NS1. District RRT investigated the outbreak. House-to- house rapid fever surveys, container checks, and destruction of larval habitats. Vector control activities, including fogging, application of temephos, pyrethrum spray, and environmental sanitation was done. Health education sessions were organized for the community. Entomological indices recorded were: House Index (HI) – 6.3, Container Index (CI) – 11.7, and Breteau Index (BI) – 14.8."
Madhya Pradesh,Guna,Acute Diarrheal Disease,10,0,08-07-2025,08-07-2025,Under Surveillance,"Cases were reported from Village Barkheda Sapha, Sub-District Guna, District Guna. Cases presented with symptoms of loose motion. Two stool samples were collected and sent to GMC Shivpuri, which showed no growth of any entero-pathogen. District RRT investigated the outbreak. Door-to-door survey was done. Health education on safe drinking water, boiling water and hygienic practices was given. Treatment of drinking water sources was done & an alternate safe source was arranged."
Madhya Pradesh,Jabalpur,Acute Diarrheal Disease,8,0,11-07-2025,11-07-2025,Under Surveillance,"Cases reported from Village Hinauta, Sub-District Kundam, District Jabalpur. Cases presented with symptoms of loose motion, fever and dehydration. Five stool samples were collected and sent to Microbiology Lab, Medical College Jabalpur, all samples tested negative for Cholera or any other entero-pathogen. District RRT investigated the outbreak. Awareness sessions for villagers on safe drinking water and hygienic food practices was conducted. Cleaning of the drainage system, chlorination of drinking water sources and repair of the village drinking water supply line was done. The cause of the outbreak was attributed to contamination of drinking water."
Madhya Pradesh,Panna,Food Poisoning,24,0,06-07-2025,07-07-2025,Under Surveillance,"Cases reported from Village Sinhai, Sub- District Ajaigarh, District Panna. Cases presented with symptoms of loose motion. The outbreak was linked to consumption of food in a religious ceremony. All age groups were affected. Stool samples were collected and sent to the laboratory for testing. District RRT investigated the outbreak. House-to- house surveys were conducted, a health camp was organized for treatment, and food samples were collected by the Food Safety Officer and sent to the laboratory. Instructions were given to stop consumption of the contaminated food."
Madhya Pradesh,Rajgarh,Acute Diarrheal Disease,194,0,09-07-2025,10-07-2025,Under Surveillance,"Cases were reported from Village Haripura, Khutiyabey, Raghopur & Pipal Khedi, Sub-District Khilchipur, and urban area of Khilchipur, District Rajgarh. Cases presented with symptoms of loose motion and vomiting. Ten stool samples were collected and sent to DPHL, Bhopal, all of which tested negative for any entero-pathogen. Two water samples were sent to DPHL Bhopal, both were found to be unsatisfactory for drinking & showed growth of E.coli, Citrobacter spp., Klebsiella spp. on culture. District RRT investigated the outbreak. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation. The outbreak was due to consumption of contaminated drinking water, with most of the patients using the same water source."
Madhya Pradesh,Rewa,Scrub Typhus,21,0,12-07-2025,12-07-2025,Under Surveillance,"Cases were reported from Village Rajgarh, Bhundaha and Panni, Sub- District Sirmour, District Rewa. Cases presented with symptoms of fever and headache. The affected age group was 15 to 44 years. Total 21 blood samples were collected and sent to Virology Lab, SSMC Rewa, all samples were positive for Scrub Typhus IgM by ELISA. District RRT investigated the outbreak. House-to-house surveillance was done. Community awareness and health education were provided by the peripheral team on control measures, hygiene, and sanitation."
Madhya Pradesh,Rewa,Acute Diarrheal Disease,51,2,12-07-2025,12-07-2025,Under Surveillance,"Cases were reported from Village Purwa, Sub-District Sirmour, District Rewa. Cases presented with symptoms of loose watery stool. The affected age group was 5 to 44 years. A total of 6 stool samples and 10 water samples were collected and sent to DPHL DH Rewa; stool samples showed no growth, but water samples were found contaminated on culture. District RRT investigated the outbreak. House-to-house surveys were conducted, treatment was provided, and a health camp was organized in the village for treatment. Health education was given, and chlorination and bleaching were carried out in drinking water sources. The cause of the outbreak was contaminated drinking water. Two deaths (45/F and 30/F) have occurred due to the illness on 12.08.2025."
Nagaland,Dimapur,Japanese Encephalitis,1,1,12-07-2025,12-07-2025,Under Control,"A case was reported from Sub-District Dimapur Sadar, District Dimapur. A 36- year-old male presented with headache, fever, seizure, unconsciousness, neck rigidity, altered sensorium, restlessness and tongue bite. Blood sample tested positive for JE IgM by ELISA. District RRT investigated the outbreak. Distribution of necessary medications, continuous surveillance and community awareness activities on vector control measures, hygiene and sanitation were done. The patient died due to the illness on 15-07-2025 at District Hospital Dimapur."
Odisha,Boudh,Hepatitis A,9,0,07-07-2025,08-07-2025,Under Control,"Cases were reported from Village Khuntbandh, Sub-District Baudh Sadar, District Boudh. Cases presented with symptoms of fever and jaundice. The most affected age group was 5-14 years. A total of 1 water sample and 9 blood samples were sent to DPHL Boudh. Water sample was H2S positive with OT<0.01 PPM and all 9 blood samples were positive for HAV IgM by ELISA. District RRT investigated the outbreak. House-to-house surveys, water disinfection, IEC/BCC activities, and inspection of nearby food stalls with education of vendors on hygiene and sanitation practices were done. The cause of the outbreak was consumption of contaminated water."
Odisha,Ganjam,Acute Diarrheal Disease,11,0,06-07-2025,07-07-2025,Under Control,"Cases were reported from Village Mardarajpur, Sub-District Jarada, District Ganjam. Cases presented with symptoms of vomiting, nausea and loose motion. The most affected age group was 15-44 years. A total of 2 rectal swabs and 3 water samples were sent to DPHL Ganjam. Water samples were H2S positive with no residual chlorine detected on OT testing (non-potable). Rectal swabs showed no entero- pathogenic organism on culture. District RRT investigated the outbreak. Distribution of ORS and other necessary medications, water disinfection, continuous surveillance, and community awareness activities were conducted. The suspected source of the outbreak was contaminated water."
Odisha,Jharsugud a,Acute Diarrheal Disease,5,0,11-07-2025,11-07-2025,Under Surveillance,"Cases were reported from Village Rengalpali, Sub-District Kolabira, District Jharsuguda. Cases presented with symptoms of vomiting and nausea. The affected age group was 5-14 years. A total of 5 rectal swabs and 2 water samples were sent to Jharsuguda DPHL. Water samples were H2S positive with no residual chlorine detected on OT testing (non-potable). Rectal swabs showed no entero-pathogenic organism on culture. District RRT investigated the outbreak. Distribution of ORS and other necessary medications, water disinfection, continuous surveillance and community awareness activities were conducted. The suspected source of the outbreak was contaminated water."
Odisha,"Jharsuguda th March, 2020. The States have been reporting the COVID-19 cases and deaths on a real-time basis and the same was being updated on the website of",Hepatitis A,11 COVID-19 STATUS,,0 30-06-2025,Under Control,"Lakhanpur, symptoms of fever and jaundice. The most affected age group was 5-14 years. A total of 11 blood samples and 5 water samples were collected and sent to DPHL Jharsuguda. Water samples were H2S negative with OT<0.01 PPM and 5 blood samples tested positive for HAV IgM by ELISA. District RRT investigated necessary medications, surveillance conducted.","District Jharsuguda. Cases presented with the outbreak. Distribution of ORS and other water disinfection, continuous and community awareness activities were"
Odisha,Nayagarh,Suspected Food Poisoning,8,0,11-07-2025,11-07-2025,Under Control,"Cases were reported from Village Ambapada, Sub-District Nuagaon, District Nayagarh. Cases presented with symptoms of vomiting, nausea and loose motion after consumption of contaminated food in a social gathering on 10.07.2025. The most affected age group was 15-44 years. Six rectal swabs and two water samples were collected & sent to Nayagarh DPHL. Entero- pathogenic E.coli (EPEC) was positive in all six rectal swabs on culture. One water sample showed presence of Coliform- like bacteria. District RRT investigated the outbreak Distribution of ORS and other necessary medications, water disinfection, continuous surveillance, and community awareness activities were conducted."
Odisha,Nuapada,Chickenpox,29,0,07-07-2025,07-07-2025,Under Control,"Cases were reported from Village Junani, Sub-District Nuapada, District Nuapada. Cases presented with symptoms of fever with rash. The most affected age group was 5-14 years. A total of 5 serum samples were collected and sent to ICMR-RMRC Bhubaneswar, all were negative for Measles. Vaccination status showed 92% of the affected were vaccinated. All cases were clinically diagnosed as Chickenpox. District RRT investigated the outbreak. IEC activities were undertaken, Vitamin A solution was given to the affected persons, proper hygiene, adequate nutrition and isolation practices were advised."
Punjab,Patiala,Acute Diarrheal Disease,141,2,04-07-2025,09-07-2025,Under Control,"Cases were reported from Alipur Arayia, PHC Kauli, CHC Tripar, District Patiala. Cases presented with symptoms of loose stools and vomiting on 04.07.2025. The probable cause was mixing of drinking water with sewage. The most affected age group was 35-44 years. A total of 161 water samples were collected & 112 tested at DPHL Patiala & SPHL Kharar, out of which 29 were non-potable by H2S test. Fifteen stool samples were collected; 7 showed growth of Coliforms and 8 had no growth of any enteric organism. District RRT investigated the outbreak. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation. Distribution of chlorine tablets and ORS packets, dissemination of pamphlets, announcements in Gurudwaras, door-to-door surveys, stationing of two ambulances round-the- clock, provision of alternate drinking water via tanks was done. Deaths occurred in a 2-year-old malnourished female and a 68-year-old male with hypertension."
Puducherry,Karaikal,Dengue,10,0,12-07-2025,12-07-2025,Under Surveillance,"Cases were reported from Polagam, Village T.R. Pattinam & Karaikal, Sub- District Karaikal, District Karaikal. Cases presented with fever. The affected age group was 19-48 years. Eight blood samples were collected and sent to DPHL, GH Karaikal, out of which seven were positive for Dengue IgM by ELISA. The likely cause of the outbreak was water storage in uncovered barrels, leading to mosquito breeding. District RRT investigated the outbreak. Source reduction activities, fogging, IEC material distribution, and health awareness talks in the affected areas was done."
Rajasthan,Jhalawar,Typhoid,20,0,06-07-2025,07-07-2025,Under Control,"Cases were reported from Village Khanpur, Sub-District Khanpur, District Jhalawar. Cases presented with high fever and headache. The affected age group was 20-30 years. A total of 20 blood samples were collected and tested at CHC Khanpur Laboratory, out of which 4 were positive for Typhoid Widal test. District RRT investigated the outbreak. Community awareness and health education were given by the peripheral team on control measures, hygiene, and sanitation."
Uttar Pradesh,Saharanpu r,Acute Diarrheal Disease,89,0,06-07-2025,08-07-2025,Under Control,"Cases were reported from Mohalla Chamanjali and Mohalla Chhatta, CHC/Block Nanauta, District Saharanpur. Cases were presented with loose motion, vomiting and abdominal pain after consumption of food at a religious event. Most of the cases were treated at CHC Nanauta & 7 patients were treated at District Hospital Saharanpur. District RRT investigated the outbreak. ORS packets were distributed to the affected individuals. Health education was given regarding safe food habits."
Uttarakhand,Almora,Suspected Hepatitis,13,0,11-07-2025,12-07-2025,Under Control,"Cases were reported from Village Chintoli, Sub-District Syalde, District Almora. Cases in the age group of 5-15 years presented with fever, vomiting, abdominal pain, weakness and jaundice. Three blood samples were collected & sent to CHC Deghat, Almora, which tested negative for Hepatitis A. District RRT investigated the outbreak. Health camp, door-to-door visits, counseling, prevention, and control activities were undertaken. Active case search was conducted through house-to-house surveillance and IEC activities were carried out on hygiene and sanitation."
West Bengal Name of State-UT,Bankura DISEASE OUTBREAKS OF PREVIOUS WEEKS REPORTED LATE Name of District,Acute Diarrheal Disease Disease- Illness,15 No. of Cases,0 No. of Deaths,05-07-2025 Date of Start Outbreak,09-07-2025 Current Status,"Under Surveillance Comments- Action Taken Cases were reported from Village Chamo Guri Bonia, Sub-","Cases were reported from Babu Jagjiban Ram Chatrabas Yojna, Bibarda Taldangra Area, Sub-District Taldangra, District Bankura. Cases presented with symptoms of loose watery stools. The affected age group was 11-14 years. Cases were treated at Taldangra RH. Rectal swab samples and water samples (for H2S test) were collected and sent for testing. District RRT investigated the outbreak. Distribution of ORS and Zinc, supply of Halazone tablets, provision of drinking water tank and community health education and awareness campaign on safe water, hygiene, and sanitation practices."
Andhra Pradesh,Visakhapatanam,Acute Diarrheal Disease,22,0,17-07-2025,17-07-2025,Under Control,"Village Gayatri Nagar, Sub- District Visakhapatnam (Urban), District Visakhapatanam. Cases presented with loose stools and vomiting. 2 stool samples and 5 water samples were collected and sent to Regional laboratory. Stool samples did not show growth of any pathogenic organism. 3 water samples found unfit for potable purpose. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation. Cases were reported from"
Assam,Cachar,Fever of Unknown Origin,19,0,16-07-2025,17-07-2025,Under Surveillance,"Village Rosekandi Grant, BPHC Dholai, Sub-District Silchar, District Cachar. Cases presented with fever. 5 blood samples found negative for Malaria by PBF examination at Borjalanga MPHC lab. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on vector control measures, hygiene and sanitation."
Assam,Hailakandi,Fever of Unknown Origin,24,0,18-07-2025,18-07-2025,Under Surveillance,"Village Uttar Kanchanpur, Sub- District Algapur, District Hailakandi. Cases presented with fever. 1 blood sample out of 24 samples found positive for Malaria (Plasmodium vivax) by PBF examination at Kalingar BPHC. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on vector control measures, hygiene and sanitation. Cases were reported from Talap"
Assam,Tinsukia,Leptospiro sis,7,0,17-07-2025,18-07-2025,Under Surveillance,"town, Kokaratoli gaon, Sub- District Doom Dooma, District Tinsukia. Cases presented with fever, jaundice, loss of appetite. 33 blood samples were collected and sent to DPHL Tinsukiya. 7 samples found positive for the Leptospirosis IgM by ELISA. However, all 33 samples found negative for Hepatitis A and E. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation."
Bihar,Jamui,Malaria (Mixed),5,,0 15-06-2025,Under Surveillance,"Burhikhar, Tola Borwa & Tola Baratanr, Sub-District Jhajha, District Jamui. Cases presented among 60 found positive for Malaria by PBF investigated with anti-malarial. Community awareness and health education given by peripheral team on vector control measures, hygiene and sanitation.",with fever. 5 blood samples examination. District RRT the outbreak. Cases treated
Bihar,Kaimur (Bhabua),Acute Diarrheal Disease,12,,0 17-01-2025,Under Surveillance,District Kaimur (Bhabua). Cases presented with investigated symptomatically. and health team on hygiene and sanitation. Case was reported from Village Bandral,loose stools. District RRT the outbreak. Cases treated Community awareness education given by peripheral
Bihar,Patna,Acute Diarrheal Disease,20,0,17-07-2025,19-07-2025,Under Surveillance,"Village Deodaha, Sub-District Dhanarua, District Patna. Cases presented with loose stools and vomiting. 2 stool samples were collected and sent to PMCH Patna. Stool samples did not show growth of any pathogenic organism. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation. Cases were reported from"
Bihar,Samastipur,Fever with Rash,10,0,14-07-2025,16-07-2025,Under Surveillance,"Village Atapur, Sub district Hasanpur. District Samastipur. Cases presented with fever with rash. 5 blood samples were collected and sent to AIIMS Patna. All the samples found negative for the Measles IgM by ELISA. District RRT investigated the outbreak. Age group of the affected cases were 4-30 years. Cases treated symptomatically. Community awareness and health education given by peripheral team on vaccination, hygiene and sanitation."
Chhattisgarh,Baloda Bazar,Acute Diarrheal Disease,36,0,15-07-2025,18-07-2025,Under Control,"Cases were reported from Village Karmadih, Sub-District Baloda Bazar, District Baloda Bazar. Cases presented with diarrhea and vomiting. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation. Contaminated water might be the cause of outbreak. Cases were reported from"
Chhattisgarh,Baloda Bazar,Acute Diarrheal Disease,16,0,15-07-2025,18-07-2025,Under Control,"Villages Bendri, Dhaura bhata, Sub-District Bhatapara, District Baloda Bazar. Cases presented with diarrhea and vomiting. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation. Contaminated water might be the cause of outbreak."
Chhattisgarh,Janjgir-Champa,Acute Diarrheal Disease,46,0,18-07-2025,18-07-2025,Under Surveillance,"District Pamgarh, District Janjgir-Champa. Cases presented with loose stools and vomiting. 2 stool samples were collected and sent to District Hospital Janjgir. Stool samples did not show growth of any pathogenic organism. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation. Contaminated water might be the cause of outbreak. Cases were reported from"
Chhattisgarh,Janjgir-Champa,Acute Diarrheal Disease,19,0,14-07-2025,15-07-2025,Under Control,"Village Kuthur, Sub-District Nawagarh, District Janjgir- Champa. Cases presented with loose stools and vomiting. 2 stool samples were collected and sent to District Hospital Janjgir. Stool samples did not show growth of any pathogenic organism. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation. Contaminated water might be the cause of outbreak."
Gujarat,Banas Kantha,Acute Diarrheal Disease,43,1,14-07-2025,14-07-2025,Under Control,"Village Vekari, Sub-District Danta, District Banas Kantha. Cases presented with loose stools. 1 stool sample was collected and sent to Banas Medical College and Hospital. It came positive for Cholera. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation. A 15- year-old male expired on 14- 07-2025. Cases were reported from"
Gujarat,Gandhinagar,Acute Diarrheal Disease,0,0,16-07-2025,18-07-2025,Under Surveillance,"District Gandhinagar. Cases presented with loose stools. 4 water samples were collected and sent to GMERS, Gandhinagar. It was found unfit for potable purpose. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation."
Gujarat,Surendranagar,Hepatitis A,7,0,17-07-2025,17-07-2025,Under Surveillance,"Village Gomta, Sub-District Wadhwan, District Surendranagar. Cases presented with jaundice. Total 2 blood samples and 2 water samples were collected and sent to MGS General Hospital, Surendranagar. Both blood samples came positive for Hepatitis A IgM by ELISA, and water samples found unfit for potable purpose. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation. Cases were reported from"
Jharkhand,East Singhbum,Acute Diarrheal Disease,56,0,19-07-2025,19-07-2025,Under Surveillance,"Village Chalakdih, Sub district Ghatshila, District East Singhbum. Cases presented with loose stools and vomiting. 8 water samples were collected and sent to MGM VRDL lab. Water samples found unfit for potable purpose (E. coli and Enterococcus faecalis detected). District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation. Cases were reported from"
Jharkhand,East Singhbum,Dengue,18,0,12-07-2025,14-07-2025,Under Surveillance,"Village Gobindpur & Chota Govindpur, Sub-District Golmuri-Cum-Jugsalai, District East Singhbum. Cases presented with fever with body ache. 18 blood samples found positive for the Dengue NS1, by ELISA at MGM College and Hospital. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on vaccination, hygiene and sanitation."
Jharkhand,Sahebganj,Malaria,9,0,16-07-2025,17-07-2025,Under Surveillance,"Village Chotaudali, Sub- District Barhait, District Sahebganj. During fever survey, 9 blood samples found positive for Malaria by RDT kits. District RRT investigated the outbreak. Cases treated with anti-malarial. Community awareness and health education given by peripheral team on vector control measures, hygiene and sanitation. Cases were reported from"
Jharkhand,Saraikela Kharsawan,Acute Diarrheal Disease,18,0,18-07-2025,19-07-2025,Under Surveillance,"Village Ratai, Sub-District Ichagarh, District Saraikela Kharsawan. Cases presented with loose stools and vomiting. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation."
Jammu and Kashmir,Jammu,Human Rabies,1,,1 09-07-2025,Under Control,"Kalan, Jammu. A 20-year-old male presented with complaints excessive District History of dog bite Two and half months back. He did not take ARV. He expired on 08-07-2025. health education given by peripheral team on vaccination for dog bite, hygiene and sanitation. Cases","Sub-District Akhnoor, District of hydrophobia, aerophobia, salivation, mental confusion. RRT investigated the outbreak. Community awareness and were reported from Government"
Jammu and Kashmir,Pulwama,Hepatitis A,19,0,17-07-2025,18-07-2025,Under Surveillance,"Village Mandora, Sub-District Tral, District Pulwama. Cases presented with fever, fatigue and jaundice. 3 blood samples and 7 water samples were collected and sent to DPHL Pulwama. 2 blood samples found positive for Hepatitis A by ELISA, and 2 water samples found unfit for potable purpose. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation."
Kerala,Ernakulam,Acute Diarrheal Disease,35,0,10-07-2025,17-07-2025,Under Control,"Nangeli Ayurveda College, Nelikuzhy, Village Eramalloor (CT), Sub-District Kothamangalam, District Ernakulam. Cases presented with fever, loose stools and vomiting. 2 water samples were collected and sent to RPH Lab Ernakulam. Both water samples found unfit for potable purpose (coliforms detected). District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation. Cases were reported from"
Kerala,Ernakulam,Suspected Food Poisoning,15,,0 06-07-2025,Under Control,"Muvattupuzha, District Ernakulam. Cases presented with loose stools, pain abdomen and vomiting after taking 2 water samples were collected and sent to RPH Lab Ernakulam. Both water samples found unfit for potable purpose (coliforms detected). outbreak. Community awareness and health education given by peripheral team on hygiene and sanitation. Cases were reported from Govt. LP School,",meals in school. District RRT investigated the Cases treated symptomatically.
Kerala,Ernakulam,Acute Diarrheal Disease,36,,0 09-07-2025,Under Control,"Village Aikaranad North, Pattimattom & Vadavu District Ernakulam. Cases presented with fever, vomiting. 2 water samples were collected and water purpose (coliforms detected). District RRT investigated symptomatically. and health education given by peripheral team on hygiene and sanitation.","kode, Sub-District Kunnathunad, loose stools, pain abdomen and sent to RPH Lab Ernakulam. Both samples found unfit for potable the outbreak. Cases treated Community awareness"
Kerala,Kannur,Hepatitis A,47,0,11-07-2025,15-07-2025,Under Surveillance,"Village Panapuzha, Sub-District Payyannur, District Kannur. Cases presented with symptoms of jaundice. 7 blood samples tested positive for Hepatitis A by ELISA, 9 Water samples tested and found fit for potable purpose. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation."
Kerala,Kollam,Hepatitis A,47,0,16-07-2025,16-07-2025,Under Surveillance,"Village Mayyanad (CT), Sub- District Kollam, District Kollam. Cases presented with symptoms of jaundice, fever, headache and fatigue. 7 blood samples tested positive for Hepatitis A by ELISA, 5 water samples tested and found unfit for potable purpose (E. Coli detected). District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation. Cases were reported from"
Kerala,Kottayam,Hepatitis A,9,0,16-07-2025,17-07-2025,Under Surveillance,"Village Mundakayam, Sub- District Kanjirappally, District Kottayam. Cases presented with symptoms of jaundice. 7 blood samples tested positive for Hepatitis A by ELISA from GH Kaniirapally. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation."
Kerala,Malappuram,Suspected Food Poisoning,40,0,14-07-2025,17-07-2025,Under Surveillance,"Health Facility Maranchery, Sub-District Ponnani, District Malappuram. Cases presented with loose stools, pain abdomen and vomiting after attending a marriage function. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation. Case was reported from Village"
Kerala,Palakkad,Nipah Virus,1,1,12-07-2025,17-07-2025,Under Surveillance,"Kumaramputhur, Sub-District Mannarkad, District Palakkad. A 57-year-old male presented with fever, vomiting. Blood sample found positive for NIPAH by RT-PCR at VRDL Manjeri and NIV, Pune. District RRT investigated the outbreak. Case was admitted in the hospital. He expired on 17-07- 2025. Due to illness. Community awareness and health education given by peripheral team on vector control measures, hygiene and sanitation."
Kerala,Thiruvananthapu ram,Suspected Food Poisoning,36,0,16-07-2025,18-07-2025,Under Surveillance,"Village Navaikulam, Sub- District Varkala, District Thiruvananthapuram. Cases presented with loose stools, pain abdomen and vomiting after taking meals in lunch at GLPS Kizhakanela on 16-07- 2025. District RRT investigated the outbreak. Cases treated at GMCH, KLM. Community awareness and health education given by peripheral team on hygiene and sanitation. Cases were reported from"
Karnataka,Belagavi,Acute Diarrheal Disease,12,,0 14-01-2025,Under Surveillance,"Primary School, Village Hoolikatti, Sub- District Savadatti, District Belagavi. Cases presented with loose stools and abdominal discomfort. found RRT treated symptomatically at GH Savadatti. Community awareness and health education given by peripheral team on hygiene and sanitation.",1 water sample was tested and unfit for potable purpose District investigated the outbreak. Cases
Karnataka,Hassan,Suspected Food Poisoning,92,0,14-07-2025,15-07-2025,Under Control,"Cases were reported from Villages Karehalli, Thirupathi & Bommanahalli, Sub-District Arsikere, District Hassan. Cases presented with loose stools, vomiting and abdominal discomfort. 5 stool samples and 2 water samples were collected and sent to DPHL Hassan. Stool samples did not show growth of any pathogenic organism, water sample found unfit for potable purpose District RRT investigated the outbreak. All the cases developed the symptoms after attending a social gathering on th 13 July, 2025. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation."
Karnataka,Shivamogga,Suspected Food Poisoning,13,,0 10-07-2025,Under Control,"attending Bellur, Shivamogga. Cases stools. samples were collected and sent to DPHL Shivamogga. growth of any pathogenic organism, water samples found unfit for potable purpose. District Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation. Cases","Heresani Anganwadi, Village Sub-District Hosanagara, District presented with loose 2 stool samples and 21 water Stool samples did not show RRT investigated the outbreak. were reported from Sub-District"
Maharashtra,Kolhapur,Hepatitis A,8,0,16-07-2025,16-07-2025,Under Surveillance,"Kenwade, PHC Pimpalgaon, Tal Kagal, District Kolhapur Cases presented with fever, loss of appetite, Jaundice. 40 blood samples and 10 water samples were collected and sent to RH Solankpur. Eight samples tested positive for Hepatitis A IgM by ELISA. Three water samples found unfit for potable purpose. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation. Cases were reported from"
Maharashtra,Raigad,Acute Diarrheal Disease,12,,0 08-07-2025,Under Surveillance,"Katkarwadi, Raigad. Cases presented with vomiting and loose stools. 6 stool samples were collected and Hospital Mumbai. One stool sample found positive for Cholera on Culture. RRT treated awareness and health education given by peripheral team on hygiene and sanitation. The functional DTP Water Filter Machine. Cases were reported from Village-","Taluk Khalapur District sent to Grant Medical College, JJ District investigated the outbreak. Cases symptomatically. Community outbreak could be due to non- Khothi"
Maharashtra,Thane,Acute Diarrheal Disease,35,0,13-07-2025,14-07-2025,Under Surveillance,"Village Bapsai, TQ Kalyan, District Thane. Cases presented with loose stools. 6 water samples were collected and sent to Bhujal Sarvekshan Vikas Yantrana and found unfit for potable purpose. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation."
