state,district,disease,no_of_cases,deaths,start_of_outbreak,date_of_reporting,status,action
Sikkim,Gangtok,Jaundice,136,0,23-12-2024,,Under Surveillance,"Cases of fever, malaise, loss of appetite, nausea and abdominal pain were reported from Village Bojoghari, New STNM Multi-specialty hospital, Sub-District/District Gangtok. District RRT investigated the outbreak. Out of 31 water samples collected & tested, 2 were found to be contaminated by H2S test. District RRT investigated the outbreak. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation."
Assam,Sonitpur,Dysentery,17,0,16-01-2025,18-01-2025,Under Surveillance,"Cases were reported from No.3 Hirajuli Bagan, Sub-District Dhekiajuli (Pt), District Sonitpur. Cases presented with dysentry. 3 stool samples and 4 water samples were collected and sent to DPHL Sonitpur. Stool samples did not show growth of any pathogenic organism and water samples found fit for potable purpose. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation."
Bihar,Jehanabad,Fever with Rash,8,0,10-01-2025,14-01-2025,Under Surveillance,"Cases were reported from village Chiri, Sub- District Hulasganj, District Jehanabad. Cases presented with fever with rash. 5 blood samples were collected and sent to AIIMS, Patna. All the samples found negative for the Measles IgM by ELISA. District RRT investigated the outbreak. Age group of the affected cases was 4-17 years. Cases treated symptomatically. Vitamin A solution was given to susceptible. Community awareness and health education given by peripheral team on vaccination, hygiene and sanitation."
Bihar,Purbi Champaran,Fever with Rash,14,0,12-01-2025,18-01-2025,Under Surveillance,"Cases were reported from village Chand Saraia, Sub-District Piprakothi, District Purbi Champaran. Cases presented with fever with rash. 5 blood samples were collected and sent to AIIMS, Patna. All the samples found negative for the Measles IgM by ELISA. District RRT investigated the outbreak. Age group of the affected cases was 1-13 years. Cases treated symptomatically. Vitamin A solution was given to susceptible one. Community awareness and health education given by peripheral team on vaccination, hygiene and sanitation."
Jammu and Kashmir,Kupwara,Acute Diarrheal Disease,8,0,19-01-2025,19-01-2025,Under Surveillance,"Cases were reported from village Tulwari, block Villgam, District Kupwara. Cases presented with loose motion and vomiting. 3 stool samples and 2 water samples were collected and sent to DPHL Kupwara. Stool samples did not show growth of any pathogenic organism and both the water samples found unfit for potable purpose. District RRT investigated the outbreak. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation."
Jammu and Kashmir,Udhampur,Hepatitis E,8,0,14-01-2025,17-01-2025,Under Surveillance,"Cases were reported from village Charwa, Sub-District Majalta, District Udhampur. Cases presented with symptoms of loose motion and loss of appetite. 2 blood samples tested in a Pvt. lab came positive for Hepatitis E IgM by ELISA. 2 water samples were collected and sent to DPHL AH GMC Udhampur. Both the samples found unfit for potable purpose. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation."
Karnataka,Davangere,Food Poisoning,29,0,13-01-2025,15-01-2025,Under Control,"Cases were reported from a Residential School, village Mavinahole, Sub-District Channagiri, District Davangere. Cases presented with loose stools and vomiting after consumption of food from the mess. 2 water samples found fit for potable purpose. District RRT investigated the outbreak. Affected age group was 11-14 years. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation."
Karnataka,Hassan,Leptospirosis,1,1,13-01-2025,16-01-2025,Under Surveillance,"Case was reported from Alur G.Hospital, Village Kiragadalu, Sub-District Alur, District: Hassan. A 32-year-old male presented with fever, diarrhea, vomiting and body pain. One sample was tested at HIMS, Hassan, which was positive for Leptospirosis IgM by ELISA. District RRT investigated the outbreak. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation. Fever survey conducted in the village. No new cases reported. All preventive measures taken. Health education given. Patient succumbed to the disease on 8.01.2025."
Kerala,Ernakulam,Hepatitis A,12,0,14-01-2025,14-01-2025,Under Surveillance,"Cases were reported from Kabeer Apartment, Karimakkad kanal bund road, ward 33, health facility UPHC Thrikkakkara, Sub-District Kanayannur, District Ernakulam. Cases presented with jaundice. Total 3 blood samples were collected and sent to PHL Ernakulam. 2 came positive for Hepatitis A IgM by ELISA. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation"
Kerala,Kannur,Food Poisoning,86,0,15-01-2025,18-01-2025,Under Surveillance,"Cases were reported from village Peringalam, Sub-District Thalassery, District Kannur. Cases presented with nausea, vomiting and fever. 1 water sample found unfit for potable purpose (Coliforms detected). District RRT investigated the outbreak. All the cases developed the symptoms after consuming food in a social gathering. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation."
Kerala,Kannur,Mpox,1,0,11-01-2025,14-01-2025,Under Surveillance,"Case was reported from village Muzhappilangad (CT), Sub-District Kannur, District Kannur. A 43-year-old male presented with complaints of rash, fever and throat pain. Recently he returned to India from Dubai on 27-12-2024. He was tested positive for Mpox on 17th January, 2025 from VRDL Calicut by RT-PCR. District RRT investigated the outbreak. He was treated at Amrita hospital. Community awareness and health education given by peripheral team on hygiene and sanitation."
Kerala,Kottayam,Food Poisoning,25,0,15-01-2025,16-01-2025,Under Surveillance,"Cases were reported from hostel in St. Antony’s School, village Edakkunnam, Sub- District Kanjirappally, District Kottayam. Cases presented with loose stools, fever and vomiting. Water sample found fit for potable purpose. District RRT investigated the outbreak. Cases treated symptomatically. All the cases developed the symptoms after eating food in their canteen on 11-01-2025. Community awareness and health education given by peripheral team on hygiene and sanitation."
Kerala,Malappuram,Food Poisoning,30,0,10-01-2025,15-01-2025,Under Surveillance,"Cases were reported from Sub-District Kondotty, District Malappuram. Cases presented with loose stools, fever and vomiting. District RRT investigated the outbreak. Cases treated symptomatically. All the cases developed the symptoms after eating food in their school function. Community awareness and health education given by peripheral team on hygiene and sanitation."
Kerala,Thrissur,Mpox,1,0,11-01-2025,16-01-2025,Under Surveillance,"Case was reported from village Poyya (CT), Sub-District Kodungallur, District Thrissur. A 43-year-old male presented with complaints of rash over face and genital area. Recently he returned to India from Abu Dhabi on 09-01- 2025. He was tested positive for Mpox on 11th January, 2025. District RRT investigated the outbreak. He was treated at Government hospital. Community awareness and health education given by peripheral team on hygiene and sanitation."
Maharashtra,Amravati,Food Poisoning,133,0,12-01-2025,13-01-2025,Under Surveillance,"Cases were reported from village Nandgaon peth, Sub-District Amravati, District Amravati. Cases presented with pain abdomen, loose stools and vomiting after consumption of food in a social gathering. 5 water samples and 2 food samples were collected and sent DPHL Amravati. All the water samples found fit for potable purpose, while food sample found of substandard quality (Bacillus Cereus detected). District RRT investigated the outbreak. Affected age group was 15-45 years. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation."
Maharashtra,Buldhana,Acute Diarrheal Disease,12,1,14-01-2025,14-01-2025,Under Surveillance,"Cases were reported from village Koregaon, Sub-District Shegaon, District Buldhana. Cases presented with loose stools and vomiting. 3 water samples were collected and sent DPHL Buldhana. 2 samples found unfit for potable purpose, District RRT investigated the outbreak. Affected age group was 10-18 years. Cases treated symptomatically. A 11- year-old boy succumbed to the death. Community awareness and health education given by peripheral team on hygiene and sanitation."
Meghalaya,North Garo Hills,Chickenpox,11,0,17-01-2025,17-01-2025,Under Surveillance,"Cases were reported from Village-Chirimdare, Sub-District Resubelpara, District North Garo Hills. Cases presented with fever with maculo- papular rash. 5 blood samples were collected and sent to ICMR-RMRC, Dibrugarh. All the samples found positive for the Varicella Zoster IgM by ELISA. District RRT investigated the outbreak. Age group of the affected cases was 5-23 years. Cases treated symptomatically. Community awareness and health education given by peripheral team on vaccination, hygiene and sanitation."
