state,district,disease,no_of_cases,deaths,start_of_outbreak,date_of_reporting,status,action
Kerala,Palakkad,Suspected Food Poisoning,156,0,03-07-2025,05-07-2025,Under Control,"Cases were reported from Villages Alathur (CT), Wadakkanchery (CT) & Puducode, Sub-District Alathur, District Palakkad. Cases presented with loose stools, pain abdomen and vomiting. 3 stool samples were collected and sent to PHL. 2 samples showed growth of Norovirus. District RRT investigated the outbreak. All the cases developed the symptoms after attending an engagement party. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation."
Meghalaya,South Garo Hills,Suspected Typhoid,12,0,05-06-2025,05-07-2025,Under Surveillance,"Sub-District Baghmara, District South Garo Hills. Cases presented with fever, chills, nausea and vomiting. 12 blood tested positive for Salmonella typhi by Widal test at Siju PHC. Age group of the affected cases were 19-46 years. Community awareness and health education given by peripheral team on hygiene and sanitation."
Maharashtra,Dharashiv,Suspected Food Poisoning,19,0,04-07-2025,05-07-2025,Under Control,"Smarak High School Yenegur, Sub-District Umarga, District Dharashiv. Cases presented with fever, headache, pain abdomen and weakness. All the cases developed the symptoms after eating food in school. District RRT investigated the outbreak. 4 patients referred to SDH Umerga. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation. Cases were reported from Village"
Maharashtra,Gadchiroli,Complicate d Malaria (Plasmodiu m falciparum),2,2,04-07-2025,05-07-2025,Under Surveillance,"Jambhali, Sub-District Dhanora, District Gadchiroli. Cases presented with fever and loose stools. Total 2 blood samples found positive for Malaria (Plasmodium falciparum) by RDT kits at PHC Karwafa. District RRT investigated the outbreak. Cases treated with anti-malarial and other supportive treatment. Community awareness and health education given by peripheral team on vector control measures, hygiene and sanitation. Two persons died due to Complicated Malaria. 28-year-old male expired on 04/07/2025 at GMC Nagpur and 54-year-old male expired on 06/07/2025 at GH, Gadchiroli."
Maharashtra,Gadchiroli,Mixed Malaria (Plasmodiu m falciparum & Plasmodiu m vivax),9,1,28-06-2025,01-07-2025,Under Control,"Parainar, Sub-District Bhamragad, District Gadchiroli. Cases presented with fever and loose stools. Total 9 blood samples found positive for malaria (3 for Plasmodium vivax and 6 for plasmodium falciparum) by RDT kits at PHC Karwafa. District RRT investigated the outbreak. Cases treated with anti-malarial and other supportive treatment. Community awareness and health education given by peripheral team on vector control measures, hygiene and sanitation. Two persons died due to Complicated Malaria. A 14-year-old female expired on 28/06/2025 at SDH, Aheri due to Complicated Malaria. Cases were reported from Village"
Maharashtra,Nanded,Acute Diarrheal Disease,27,0,30-06-2025,30-06-2025,Under Surveillance,"Nemach, PHC Jaitpur, Sub-District Budar, District Shahdol. Cases presented with loose stools and vomiting. 2 stool samples and 4 water samples were collected and sent to DPHL. Stool samples did not show growth of any pathogenic organism. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation. Cases were reported from Village Siju,"
Madhya Pradesh,Bhind,Suspected Food Poisoning,54,0,30-06-2025,01-07-2025,Under Surveillance,"Cases were reported from Village Imlendi, Sub-District Ater, District Bhind. Cases presented with loose stools and vomiting after eating food at a social gathering on 30-06-2025. Food samples were collected and sent to Food Safety Lab Bhopal. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation."
Madhya Pradesh,Burhanpur,Malaria (Plasmodiu m Vivax),3,0,30-06-2025,01-07-2025,Under Control,"Cases were reported from ward no. 38, Rastipura area, Sub-District Burhanpur, District Burhanpur. Cases presented with fever with chills. A total of 3 samples found positive for malaria (Plasmodium vivax) by RDT at Kiran Pathology Lab Burhanpur. District RRT investigated the outbreak. Cases treated with anti-malarial and other supportive measures. Community awareness and health education given by peripheral team on vector control measures, hygiene, and sanitation. Cases were reported from Village"
Madhya Pradesh,Satna,Leptospirosi s,26,0,02-07-2025,02-07-2025,Under Surveillance,"Barahiya, Sub-District Maihar, District Satna. Cases presented with fever with rash. 18 samples were collected and sent to AIIMS Bhopal. All samples came positive for the Leptospirosis IgM by ELISA. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on vector control measures, hygiene, and sanitation. Cases were reported from Village"
Madhya Pradesh,Shahdol,Acute Diarrheal Disease,18,0,02-07-2025,03-07-2025,Under Surveillance,"Nemach, PHC Jaitpur, Sub-District Budar, District Shahdol. Cases presented with loose stools and vomiting. 2 stool samples were collected and sent to GMC. Stool samples did not show growth of any pathogenic organism. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation."
Odisha,Bargarh,Acute Diarrheal Disease,63,0,05-07-2025,05-07-2025,Under Surveillance,"Cases were reported from Village Hiralipali, Sub-District Attabira, District Bargarh. Cases presented with nausea, vomiting and loose motion. 24 rectal swabs and 19 water samples were collected and sent to DPHL, Bargarh. Rectal Swabs did not show growth of any pathogenic organism, Water sample found unfit for potable purpose. Cases treated symptomatically. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation. Cases were reported from Village"
Odisha,Cuttack,Acute Diarrheal Disease,22,0,02-07-2025,02-07-2025,Under Surveillance,"Sahangagopalpur, Sub-District Banki, District Cuttack. Cases presented with vomiting and loose motion. 2 rectal swabs and 5 water samples were collected and sent to DPHL, Cuttack. Rectal Swabs did not show growth of any pathogenic organism, Water sample found fit for potable purpose. Cases treated symptomatically. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation. Cases were reported from Village"
Odisha,Ganjam,Acute Diarrheal Disease,24,0,06-07-2025,06-07-2025,Under Surveillance,"Ustapalli, Sub-District Digapahandi, District Ganjam. Cases presented with vomiting and loose motion. 1 stool sample and 4 water samples were collected and sent to DPHL, Ganjam. Stool sample did not show growth of any pathogenic organism, Water sample found fit for potable purpose. Cases treated symptomatically. Community awareness and health education given by peripheral team on control measures, hygiene and sanitation."
Odisha,Rayagada,Suspected Food Poisoning,10,0,06-07-2025,06-07-2025,Under Control,"Tikarapada, Sub-District Doraguda, District Rayagada. Cases presented with vomiting and loose stools. All the cases developed the symptoms after eating forest mushroom in a family get together on 05-07-2025. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation. Cases were reported from Dheevalur"
Tamil Nadu,Cuddalore,Hepatitis A,14,0,26-06-2025,30-06-2025,Under Surveillance,"colony Sub-District Nallur, District Cuddalore. Cases presented with symptoms of fever, jaundice. 51 blood samples tested at DPHL Cuddalore and 14 samples found positive for Hepatitis A IgM by ELISA, District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation. Cases were reported from Village"
Tamil Nadu,Salem,Chickenpox,7,0,04-07-2025,04-07-2025,Under Surveillance,"Sikkanampatty Colony, Sub-District Kadayampatti, District Salem. Cases presented with fever with rash. 3 blood samples were collected and sent to Kings Institute, Guindy. All the samples found positive for the Varicella Zoster IgM by ELISA. District RRT investigated the outbreak. Age group of the affected cases was 6-10 years. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation."
Tamil Nadu,Salem,Acute Diarrheal Disease,40,0,06-07-2025,06-07-2025,Under Control,"Erumapalayam Extension – Kaara Santhu, Sub-District Salem, District Salem. Cases presented with loose stools and vomiting. 2 water samples were collected and sent to DPHL Mettur. Water samples found fit for potable purpose. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation."
West Bengal DISEASE OUTBREAKS OF PREVIOUS WEEKS REPORTED LATE Name of State-UT,Purulia Name of District,Acute Diarrheal Disease Disease- Illness,23 No. of Cases,0 No. of Deaths,04-07-2025 Date of Start Outbreak,04-07-2025 Current Status,Under Control Comments- Action Taken Cases were,"Cases were reported from Village Manguria-lalpur, Sub-District Hura, District Purulia. Cases presented with loose stools and vomiting. 2 rectal swabs and water sample were collected and sent to BSMCH. Rectal swabs did not show growth of any pathogenic organism. Water sample found unfit for potable purpose. District RRT investigated the outbreak. Cases treated symptomatically. Community awareness and health education given by peripheral team on hygiene and sanitation. reported from Village Vatluru Sub-District"
